Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Flying Doctors","Three Peaks Gully > West Shoulder of Kraft Mountain > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123173311/flying-doctors,3.0,-1,TR,5.7,1,30,36.16273,-115.42564
"Shortland Street","Three Peaks Gully > West Shoulder of Kraft Mountain > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123173359/shortland-street,2.0,-1,TR,5.9,1,30,36.16273,-115.42564
"Rough Seas","The Lighthouse > West Shoulder of Kraft Mountain > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123708098/rough-seas,2.0,-1,TR,5.11-,1,50,36.16577,-115.42451
"Not so Gunkish","Lost City East > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730475/not-so-gunkish,2.0,-1,TR,5.10,1,50,36.16599,-115.42401
Gunkish,"Lost City East > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730461/gunkish,2.0,-1,TR,5.11,1,50,36.16599,-115.42401
Guccione,"Caligula Crag > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107115640/guccione,1.5,-1,Sport,"5.11c PG13",1,45,36.16602,-115.41532
"McQuade route","Kraft Crags > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123443896/mcquade-route,3.0,-1,Sport,5.10,1,70,36.16129,-115.41725
Chunderbolt,"The Church > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112801284/chunderbolt,2.5,-1,Sport,5.12a,1,100,36.17003,-115.42489
"Core Values","The Bod Pod > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116562342/core-values,2.0,-1,Sport,5.12a,1,35,36.14608,-115.42468
"Crash Diet","The Bod Pod > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116562401/crash-diet,2.3,-1,Sport,5.12a,1,30,36.14608,-115.42468
Qukenator,"The Overlook > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116744675/qukenator,2.2,-1,Sport,"5.8 PG13",1,100,36.16059,-115.43522
"Mountain Lions, Shaky Bones and Graboids Oh My!","The Overlook > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116744563/mountain-lions-shaky-bones-and-graboids-oh-my,2.0,-1,Sport,"5.9 PG13",1,100,36.16059,-115.43522
"Yippee-Kay-Yay MF","The Overlook > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119456000/yippee-kay-yay-mf,2.5,-1,Sport,5.11a,2,200,36.16059,-115.43522
Mollycoddle,"Your Wall > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016175/mollycoddle,1.3,-1,Sport,5.8+,1,50,36.16083,-115.43538
"Waffle Iron","Your Wall > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016148/waffle-iron,3.3,-1,Sport,5.10a,1,45,36.16083,-115.43538
"Fisted Hueco","Your Wall > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016138/fisted-hueco,2.3,-1,Sport,5.10b,1,40,36.16083,-115.43538
Footless,"Your Wall > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016122/footless,2.0,-1,Sport,5.10c/d,1,40,36.16083,-115.43538
Restless,"Your Wall > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016104/restless,2.0,-1,Sport,5.10c/d,1,45,36.16083,-115.43538
Instigator,"Your Wall > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016166/instigator,2.5,-1,Sport,5.11c,1,45,36.16083,-115.43538
Wyldstyle,"The Kragle > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117067890/wyldstyle,2.0,-1,Sport,5.9,1,30,36.16158,-115.43571
Vitruvius,"The Kragle > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117065359/vitruvius,2.0,-1,Sport,5.9+,1,50,36.16158,-115.43571
Spaceship,"The Kragle > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117067766/spaceship,1.0,-1,TR,5.10+,1,70,36.16158,-115.43571
"Bad Cop Good Cop","The Kragle > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117065333/bad-cop-good-cop,2.0,-1,Sport,5.11a,1,65,36.16158,-115.43571
Unikitty,"The Kragle > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117065400/unikitty,3.0,-1,Sport,5.11a,1,50,36.16158,-115.43571
Metalbeard,"The Kragle > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117065625/metalbeard,3.0,-1,Sport,5.11c,1,55,36.16158,-115.43571
"Joel’s Arete","La Fin Du Monde > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119904187/joels-arete,2.0,-1,Sport,5.11b,1,40,36.15481,-115.43163
"Thing 2","Fringe-ish > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121925320/thing-2,2.0,-1,"Trad, TR",5.9-,2,150,36.16138,-115.43305
"Thing 1","Fringe-ish > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121925261/thing-1,2.0,-1,"Trad, TR",5.10a/b,2,150,36.16138,-115.43305
Tetrarch,"The Ashbrow > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122199550/tetrarch,2.7,-1,Sport,5.9,1,140,36.16214,-115.43519
"ICE is Coming","Visa Expired > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123124819/ice-is-coming,3.0,-1,"Trad, TR",5.5,1,100,36.14003,-115.42034
"Skippy's Gaped It","Visa Expired > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123124924/skippys-gaped-it,1.0,-1,TR,5.6,1,80,36.14003,-115.42034
"On Yer Bike Mate","Visa Expired > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123124963/on-yer-bike-mate,2.0,-1,TR,5.7,1,70,36.14003,-115.42034
"Standing Room Only","Risk Brothers Cliff > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123359936/standing-room-only,3.5,-1,Sport,5.11c,1,60,36.14812,-115.42583
"That Goode Dude Climb","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109928754/that-goode-dude-climb,2.1,-1,Sport,5.8-,1,45,36.15672,-115.43841
"Sport Climbing is Neither","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732554/sport-climbing-is-neither,1.7,-1,Sport,5.8,1,50,36.15672,-115.43841
"Buck's Muscle World","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732557/bucks-muscle-world,1.8,-1,Sport,5.9-,1,50,36.15672,-115.43841
"Gelatin Pooch","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732560/gelatin-pooch,2.1,-1,Sport,5.10a,1,60,36.15672,-115.43841
"Pump First, Pay Later","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732563/pump-first-pay-later,2.0,-1,Sport,5.10b,1,60,36.15672,-115.43841
"Running Amuck","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732566/running-amuck,2.3,-1,Sport,5.10c,1,60,36.15672,-115.43841
"Range of Motion","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732914/range-of-motion,2.3,-1,Sport,5.10d,1,40,36.15672,-115.43841
Gridlock,"The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105923032/gridlock,2.6,-1,Sport,5.11a,1,50,36.15672,-115.43841
"Yaak Crack","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732374/yaak-crack,3.6,-1,Sport,5.11c,1,70,36.15672,-115.43841
"A Day in the Life","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913834/a-day-in-the-life,3.2,-1,Sport,5.11c,1,60,36.15672,-115.43841
"Gridlock Direct","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105923023/gridlock-direct,2.4,-1,Sport,5.11c,1,50,36.15672,-115.43841
"Social Disorder","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808941/social-disorder,2.7,-1,Sport,5.11d,1,70,36.15672,-115.43841
"Neon Sunset","Magic Bus > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732329/neon-sunset,2.5,-1,Sport,5.8,1,70,36.15337,-115.43547
"Technicolor Sunrise","Magic Bus > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732335/technicolor-sunrise,2.3,-1,Sport,"5.8 PG13",1,70,36.15337,-115.43547
"Ken Queasy","Magic Bus > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732338/ken-queasy,1.7,-1,"Trad, Sport","5.8 PG13",1,60,36.15337,-115.43547
"Blonde Dwarf","Magic Bus > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732326/blonde-dwarf,2.2,-1,"Trad, TR",5.9,1,60,36.15337,-115.43547
"Electric Koolaid","Magic Bus > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732323/electric-koolaid,2.2,-1,"Sport, TR",5.9+,1,50,36.15337,-115.43547
"Queasy Sunrise","Magic Bus > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107957035/queasy-sunrise,2.3,-1,Sport,5.9+,1,60,36.15337,-115.43547
Bonaire,"Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732515/bonaire,2.4,-1,Sport,5.9,1,80,36.15536,-115.43609
"The CEL","Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826083/the-cel,2.1,-1,Sport,5.9,1,80,36.15536,-115.43609
"Unknown 5.9 (AKA L2)","Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106755212/unknown-59-aka-l2,2.2,-1,Sport,5.9,1,50,36.15536,-115.43609
"Unknown 5.9 (AKA L3)","Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106876316/unknown-59-aka-l3,2.1,-1,Sport,"5.9+ PG13",1,60,36.15536,-115.43609
"Bon Ez","Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732512/bon-ez,2.2,-1,Sport,5.9+,1,80,36.15536,-115.43609
Vagabonds,"Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733016/vagabonds,2.7,-1,Sport,5.10a,1,70,36.15536,-115.43609
"Crude Boys","Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732551/crude-boys,1.9,-1,Sport,5.10d,1,50,36.15536,-115.43609
"Unknown 5.11a (AKA Black Corridor Route  4)","Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105799989/unknown-511a-aka-black-corridor-route-4,2.6,-1,Sport,5.11a,1,,36.15536,-115.43609
"Crude Control","Lower Level - Left > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105800006/crude-control,1.6,-1,"Sport, Boulder","5.11d V3",1,,36.15536,-115.43609
"Burros Might Fly","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105918869/burros-might-fly,2.6,-1,Sport,"5.10b PG13",1,70,36.15539,-115.4361
"Burros Don't Gamble","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732518/burros-dont-gamble,2.6,-1,Sport,5.10c,1,80,36.15539,-115.4361
"Idiot Parade (aka Need to Rest)","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826602/idiot-parade-aka-need-to-rest,2.9,-1,Sport,5.10c,1,50,36.15539,-115.4361
"The Heavy Hitter","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826098/the-heavy-hitter,2.9,-1,Sport,5.10c/d,1,60,36.15539,-115.4361
"Nightmare on Crude Street","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732548/nightmare-on-crude-street,3.0,-1,Sport,5.10d,1,60,36.15539,-115.4361
Friend,"Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106076229/friend,2.8,-1,Sport,5.10d,1,40,36.15539,-115.4361
"Michael Angelo","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106019787/michael-angelo,2.7,-1,Sport,5.11a,1,80,36.15539,-115.4361
Foe,"Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106076218/foe,2.8,-1,Sport,5.11a,1,40,36.15539,-115.4361
"M & M","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105932137/m-m,2.5,-1,Sport,5.11-,1,80,36.15539,-115.4361
Psychobilly,"Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826090/psychobilly,2.8,-1,Sport,5.11b,1,60,36.15539,-115.4361
Adoption,"Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106934998/adoption,2.5,-1,Sport,5.11b,1,80,36.15539,-115.4361
"Hips Don't Lie (aka Punch Drunk)","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106082248/hips-dont-lie-aka-punch-drunk,2.7,-1,Sport,5.11b/c,1,45,36.15539,-115.4361
"She's Deadly","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106038110/shes-deadly,2.4,-1,Sport,5.11d,1,60,36.15539,-115.4361
"Crude Street Blues","Upper Level - Left > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732539/crude-street-blues,1.9,-1,Sport,5.9,1,50,36.15582,-115.43621
"Crude Behavior","Upper Level - Left > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732542/crude-behavior,2.1,-1,Sport,5.9,1,50,36.15582,-115.43621
"Thermal Breakdown","Upper Level - Left > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105849180/thermal-breakdown,2.1,-1,Sport,5.9+,1,50,36.15582,-115.43621
"Dancin' with a God","Upper Level - Left > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732545/dancin-with-a-god,2.6,-1,Sport,5.10a,1,50,36.15582,-115.43621
"Texas Tea","Upper Level - Left > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105849787/texas-tea,2.3,-1,Sport,5.10a,1,55,36.15582,-115.43621
"Fools Gold","Upper Level - Left > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105849794/fools-gold,2.7,-1,Sport,5.10a/b,1,55,36.15582,-115.43621
"Black Gold","Upper Level - Left > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105849782/black-gold,2.4,-1,Sport,5.10b,1,55,36.15582,-115.43621
"Live Fast, Die Young","Upper Level - Left > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105849261/live-fast-die-young,2.2,-1,Sport,5.10d,1,50,36.15582,-115.43621
"757 2x4","Upper Level - Right > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826075/757-2x4,2.3,-1,Sport,5.7,1,75,36.15582,-115.43621
"Lewd, Crude, and Misconstrued","Upper Level - Right > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732536/lewd-crude-and-misconstrued,2.3,-1,Sport,5.9+,1,90,36.15582,-115.43621
"Rebel Without a Pause","Upper Level - Right > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732527/rebel-without-a-pause,3.0,-1,Sport,5.11a,1,50,36.15582,-115.43621
"Oils Well that Ends Well","Upper Level - Right > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105849805/oils-well-that-ends-well,2.7,-1,Sport,5.11a,1,65,36.15582,-115.43621
"Texas Lite Sweet","Upper Level - Right > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105800028/texas-lite-sweet,1.6,-1,Sport,5.11b,1,,36.15582,-115.43621
"Sandstone Enema","Upper Level - Right > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105918917/sandstone-enema,2.1,-1,Sport,5.11b,1,50,36.15582,-115.43621
"Livin' on Borrowed Time","Upper Level - Right > Upper Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732533/livin-on-borrowed-time,2.8,-1,Sport,5.11c,1,50,36.15582,-115.43621
"Unknown New Route","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111719880/unknown-new-route,1.7,-1,Sport,5.7,1,50,36.15597,-115.43663
"Right of Unknown New Route","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114108133/right-of-unknown-new-route,1.6,-1,Sport,5.7,1,50,36.15597,-115.43663
"Pain Relief","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111636103/pain-relief,2.4,-1,Sport,5.9+,1,60,36.15597,-115.43663
"Pain in the Neck","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732344/pain-in-the-neck,1.8,-1,Sport,"5.10c R",1,60,36.15597,-115.43663
"Glitter Gulch","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105788000/glitter-gulch,3.4,-1,Sport,5.11a,1,65,36.15597,-115.43663
"The Gambler","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105892056/the-gambler,3.0,-1,Sport,5.11-,1,55,36.15597,-115.43663
"The Grind","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105939418/the-grind,3.4,-1,Sport,5.11b,1,65,36.15597,-115.43663
"Sour Pain","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107983200/sour-pain,2.8,-1,Sport,5.11b,1,45,36.15597,-115.43663
"Sister of Pain","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105918047/sister-of-pain,3.0,-1,Sport,5.11c,1,40,36.15597,-115.43663
"Sweet Pain","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732530/sweet-pain,3.4,-1,Sport,5.11d,1,50,36.15597,-115.43663
"Glitter Grind Sister","Sweet Pain Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/113139849/glitter-grind-sister,2.3,-1,Sport,5.11d,1,60,36.15597,-115.43663
"Crazy Eights","Hunter S. Thompson Dome > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105884599/crazy-eights,2.6,-1,Sport,5.8,1,85,36.15631,-115.43649
"Mother's Milk","Hunter S. Thompson Dome > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105884605/mothers-milk,2.5,-1,Sport,5.8,1,70,36.15631,-115.43649
"Gonzo Dogs","Hunter S. Thompson Dome > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813502/gonzo-dogs,1.4,-1,"Trad, Sport",5.10a,2,225,36.15631,-115.43649
"Chrome Dome","Hunter S. Thompson Dome > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105884594/chrome-dome,2.1,-1,Sport,5.10a,1,80,36.15631,-115.43649
Squire,"Hunter S. Thompson Dome > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106104441/squire,2.8,-1,Sport,5.10c,1,50,36.15631,-115.43649
"Fear & Loathing II","Hunter S. Thompson Dome > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108983011/fear-loathing-ii,2.0,-1,"Trad, Sport","5.10+ PG13",1,70,36.15631,-115.43649
"The De-Nogginizer","Hunter S. Thompson Dome > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105891241/the-de-nogginizer,3.0,-1,Sport,5.11a,1,75,36.15631,-115.43649
"G. Dog","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119985507/g-dog,1.5,-1,Sport,"5.5 PG13",1,70,36.15544,-115.43461
"See Spot Run","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106073286/see-spot-run,1.9,-1,Sport,5.6,1,65,36.15544,-115.43461
Epilogue,"The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123591307/epilogue,2.0,-1,Sport,5.7,1,65,36.15544,-115.43461
"Elementary Primer","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106971196/elementary-primer,2.0,-1,Sport,"5.7+ PG13",1,70,36.15544,-115.43461
"Seams Novel","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107100581/seams-novel,1.8,-1,Sport,5.8,2,195,36.15544,-115.43461
"Too School 4 Cool","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120582630/too-school-4-cool,2.5,-1,Sport,5.8,1,60,36.15544,-115.43461
"Subject-Verb Agreement","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105819155/subject-verb-agreement,2.3,-1,Sport,5.8,1,80,36.15544,-115.43461
"Dangling Participles","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105823943/dangling-participles,2.4,-1,Sport,5.8,2,190,36.15544,-115.43461
"Ground up Vocabulary","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106340312/ground-up-vocabulary,2.3,-1,Sport,"5.8+ R",2,165,36.15544,-115.43461
"The Front Matter","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120350660/the-front-matter,2.5,-1,Sport,5.9+,2,230,36.15544,-115.43461
"Reservations Required","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119858268/reservations-required,2.6,-1,Sport,5.10a,3,250,36.15544,-115.43461
"Collaborative Overlap","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120354177/collaborative-overlap,2.6,-1,Sport,5.10a,4,260,36.15544,-115.43461
"Cognitive Overload","The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120354298/cognitive-overload,2.8,-1,Sport,5.10a/b,2,120,36.15544,-115.43461
Bewitched,"The Observatory > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813498/bewitched,2.6,-1,Sport,"5.5 PG13",1,180,36.15597,-115.4373
